Product_Name,Ratings,Reviews,Product_ID,Sentiment_Score,Sentiment
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",4.0,overall phone good one problem camera app lagging overheating fixed update gaming phone experience great gaming considered price range,1,0.4939,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",5.0,form factor phone slim sleek good hold display display good dark black good contrast good look speaker louder samsung phone though feel vibration display full volume camera good portrait shot camera quality good price oui clean  lot feature seamless integration window laptop really happy network airtel  work big drawback  fine wireless fidelity bluetooth okay storage even though us speed good better lot us battery writing review hour plugged charger still left around battery charging  wireless  wired overall good phone price happy clean  overall good phone,1,0.9918,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",4.0,super phone,1,0.5994,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",3.0,photo quality good camera app lag slow irritating battery average does not last long enough fast charging also mark phone tremendous heating issue get heated charging video recording video calling taking picture also running app display phone really amazing disappointed,1,-0.1987,Negative
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",5.0,excellent picture,1,0.5719,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",5.0, awesome design awesome camera awesome user interface fast charging con phone heating battery falling easier,1,0.9382,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",5.0,good,1,0.4404,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",4.0,first time using motorola phone experience good far switched asks zenfone  great phone extensive research decided motorola edge  fantastic display motorola user interface stock android ad bloatware iphone great build quality decent camera con camera app load quickly sure bug take long launch camera processor average do not play game even processing photo take couple second prepare final image overall decent round phone handle daily task pretty neat,1,0.9689,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",3.0,battery drainage quickly and heating problem,1,-0.4019,Negative
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",4.0,product good battery backup good heating problem high display performance good camera good,1,0.836,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",4.0,camera build quality good camera opening time take second time charging mobile start heating battery drainage quickly,1,0.4404,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",3.0,yes review correct heating issue did not experience fast battery drain gamer camera used long video minute phone heat camera app feel battery,1,0.4019,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",5.0,perfect phone clumsy come handling wanted strong one heard edge military grade certification today day actually believe today mom threw phone anger full strength nothing happened scratch did not even tempered like gone survived believe motorola edge grandfather nokia,1,0.8267,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",5.0,budget best phone best performance,1,0.8555,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",5.0,awesome camera battery goodnot heavy user performance also goodonly camera open time slow others super,1,0.8402,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",5.0,mobile good cited problem,1,0.0516,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",5.0,good mobile pure stock android bloatware,1,0.4404,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",5.0,that is awesome phone motorola,1,0.6249,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",5.0,wow texture build quality amazing thanks hello motorola great fan motorola motorola edge amazing new feature  light weight amazing display build sleek telephone lens macro lens give amazing photo easy grip super experience,1,0.9883,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",5.0,style perfect screen quality fabulous seems quite good,1,0.8832,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",3.0,camera little lagging image quality good night image also good heating issue charging heating much battery average drain fast display good display protection ambrane available market design good charging speed good normal charging taking  speaker quality good user interface best full clean like bmi good phone looking cool mine peach buzz genuine review using day,1,0.9821,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",3.0,thing good heating problem motorola edge,1,0.0516,Positive
"MOTOROLA Edge 50 (Peach Fuzz, 256 GB)",5.0,allrounder phone price range camera next level,1,0.0,Neutral
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",4.0, crisp display camera performed way better expectation battery lasted day decent usage face detection fingerprint sensor work swiftly con heating issue camera kept  beyond camera app take  start feel like phone hung inbuilt gallery app use google photo app,2,0.765,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",4.0,one day review  awesome design awesome camera awesome user interface fast charging con phone heating battery falling easier,2,0.9382,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,could recommend best price range clean user interface great curve display comfortable premium light design fast charging might heat dot turn and fast charging option dolly atoms top notch beating phone camera color accurate must try horizon lock attached photo example rarely game perfect phone yes even play game smoothly quite high setting battery drain less good fast charging quiet sturdy phone indeed must buy phone,2,0.9602,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",4.0,camera best mobile phone heating much,2,0.6369,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,phone come ram boost get turning get hand make run smoother heating issue resolve,2,0.8176,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,nice product,2,0.4215,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",4.0,product overall nice con heating issue lag regular camera lag selfie camera upto mark  design awesome display brilliant color light weight userfriendly interface back leather premium camera great speaker nice overall worth durable built recommending buy,2,0.9403,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",4.0,nice phone look beautiful,2,0.7717,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,good value money,2,0.6486,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",4.0,apps take time open especially camera overall performance good,2,0.4404,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",3.0,review day use con heating issue observed full charging last hour continuous usage  con look good,2,0.4404,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,good product,2,0.4404,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",3.0,usage day feel mobile worthy price paid normal daily routine usage battery last hour approx phone heating issue observed normal usage motorola need look better optimization do not feel like  previous motorola  snapdragon giving efficient battery edge  decent premium look build quality nice display good user interface clean camera good con battery draining fast processor bit slow app loading also take time heating issue normal usage heavy user heavy streaming user will not recommend mobile go another mobile,2,0.9622,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",4.0,update camera opening issue resolved camera open quickly,2,0.1779,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",4.0,nice camera display but charging late,2,0.2263,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,liked worth,2,0.5719,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,camera app take long load switch front back apart everything great charging good expected heat normal fast charging,2,0.7906,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,good super budget phone good,2,0.8658,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,performance awesome display battery camera performance little bit camera lag opening slightly heating charge may fixed motorola software update really worth buying mobile price recommend buy product without doubt,2,0.8302,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",4.0,enable smart app launch camera launch quickly,2,0.4019,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,amazing phone better camera edge fusion capture realistic photo liked performance also good player call of duty canzone maximum setting phone heat charging avoid heating turn smart rapid charging charge phone cover phone stand heat,2,0.9169,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,awesome product motorola do not think grab,2,0.6249,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,nice phone,2,0.4215,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",4.0,overall phone good one problem camera app lagging overheating fixed update gaming phone experience great gaming considered price range,2,0.4939,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,form factor phone slim sleek good hold display display good dark black good contrast good look speaker louder samsung phone though feel vibration display full volume camera good portrait shot camera quality good price oui clean  lot feature seamless integration window laptop really happy network airtel  work big drawback  fine wireless fidelity bluetooth okay storage even though us speed good better lot us battery writing review hour plugged charger still left around battery charging  wireless  wired overall good phone price happy clean  overall good phone,2,0.9918,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",4.0,super phone,2,0.5994,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",3.0,photo quality good camera app lag slow irritating battery average does not last long enough fast charging also mark phone tremendous heating issue get heated charging video recording video calling taking picture also running app display phone really amazing disappointed,2,-0.1987,Negative
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,excellent picture,2,0.5719,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0, awesome design awesome camera awesome user interface fast charging con phone heating battery falling easier,2,0.9382,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,good,2,0.4404,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",4.0,first time using motorola phone experience good far switched asks zenfone  great phone extensive research decided motorola edge  fantastic display motorola user interface stock android ad bloatware iphone great build quality decent camera con camera app load quickly sure bug take long launch camera processor average do not play game even processing photo take couple second prepare final image overall decent round phone handle daily task pretty neat,2,0.9689,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",3.0,battery drainage quickly and heating problem,2,-0.4019,Negative
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",4.0,product good battery backup good heating problem high display performance good camera good,2,0.836,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",4.0,camera build quality good camera opening time take second time charging mobile start heating battery drainage quickly,2,0.4404,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",3.0,yes review correct heating issue did not experience fast battery drain gamer camera used long video minute phone heat camera app feel battery,2,0.4019,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,perfect phone clumsy come handling wanted strong one heard edge military grade certification today day actually believe today mom threw phone anger full strength nothing happened scratch did not even tempered like gone survived believe motorola edge grandfather nokia,2,0.8267,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,budget best phone best performance,2,0.8555,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,awesome camera battery goodnot heavy user performance also goodonly camera open time slow others super,2,0.8402,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,mobile good cited problem,2,0.0516,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,good mobile pure stock android bloatware,2,0.4404,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,that is awesome phone motorola,2,0.6249,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,wow texture build quality amazing thanks hello motorola great fan motorola motorola edge amazing new feature  light weight amazing display build sleek telephone lens macro lens give amazing photo easy grip super experience,2,0.9883,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,style perfect screen quality fabulous seems quite good,2,0.8832,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",3.0,camera little lagging image quality good night image also good heating issue charging heating much battery average drain fast display good display protection ambrane available market design good charging speed good normal charging taking  speaker quality good user interface best full clean like bmi good phone looking cool mine peach buzz genuine review using day,2,0.9821,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",3.0,thing good heating problem motorola edge,2,0.0516,Positive
"MOTOROLA Edge 50 (Koala Grey, 256 GB)",5.0,allrounder phone price range camera next level,2,0.0,Neutral
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,feel really premium quality good price point along year update camera quite good offer  optical zoom touch finish feel premium charging speed really fast watt charger motorola gesture big plus like iphone android offering year update must buy looking rounder phone,3,0.8328,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,ditched decision buying edge fusion last minute went wonderful phone performance good one routine task extreme gaming though issue playing pubg  design look color great display small light form factor camera  motorola artificial intelligence especially artificial intelligence generated wallpaper performance heating con small battery audio jack also confused poinciana late color trust late good real glad did not make wrong choice,3,0.9802,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,recently purchased motorola edge neo exceeded expectation sleek design vibrant display make stunning visual experience performance incredibly smooth handling apps game effortlessly camera quality fantastic capturing sharp vivid photo even low light battery life impressive lasting full day heavy use also love clean android experience without bloatware overall phone offer amazing value price highly recommend,3,0.9792,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,good phone,3,0.4404,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,display amazing phone compact battery atleast  otherwise everything great,3,0.836,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,rounder phone wish battery that is fine phone perfect camera usable great like brand giving useless camera sometimes feel photo saturated awesome display smart connect feature damn useful great back cover good quality leather smelling nice sweet chose phone edge edge fusion flat display short need good phone better software clean android like feature going play many game good camera good display afterall compact phone best choice segment,3,0.995,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,good product motorola nice work,3,0.6908,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,write review day usage till phone heating lot face little trouble finding display tempered glass phone short new overall good transferring speed data us seems little slow feel anything day day usage overall good phone check next edit day usage,3,0.5256,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,crazy compact mind blowing today received phone timeline phone exceptional value money used samsung user since first phone done lot research premium handset wanted compact light weight fast water proof phone made india phone seems subsidized novo motorola premium another phone support profitability phone impossible much price insane pricing recommend handset every thing flaw atleast pricing wireless charging bonus been similar premium phone,3,0.7964,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,good camera good mobile price rounder phone,3,0.7003,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,here review based experience motorola edge neo review solid performer rating i have spent hour motorola edge neo here initial impression  decent design phone look sleek premium comfortable grip impressive camera camera performance impressive capturing crisp detailed photo smooth performance device handle everyday task seamlessly noticeable lag featurepacked come wireless fidelity bluetooth modern connectivity option con battery life battery drain relatively fast hour moderate use wireless fidelity call general usage saw battery drop exceptional feature solid device lack standout feature differentiate competitor verdict motorola edge neo reliable smartphone good performance camera quality design however battery life could better you are looking device check box without breaking bank might good option recommendation prioritize battery life consider exploring option however you are willing compromise battery life wellrounded device motorola edge neo worth considering rating breakdown design camera performance battery life value money,3,0.9628,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0, design lovely performance good display lovely con battery,3,0.8885,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,looking compact phone good camera decent performance stock android without ad phone  display really impressive  hertz  been thin design eye pleading vegan leather comfortable hold battery backup actually good expecting worse got special operation team hour moderate usage refresh rate auto camera really good price range  telephone addicted using video come really good bitter shaking user interface experience really good ad bloatwares also many motorola feature phone always display present even edge ultra turn second like mirage phone thanks  display con camera app little bit jerk need optimization motorola like complete useless skin tone bit reddish light low fixed scam work fine lag gaming call of duty support frames per second better drain fast like hour recommend gaming casual gaming fine best phone  type phone,3,0.9842,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",4.0,product best quality budget phone motorola user interface nice screen sharp audio good camera good except software glitch  camera shift  main camera dedicated one except rest excellent device,3,0.9612,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,delivered within hour perfect size easy comfortable hold cover supplied good risk mobile getting damaged dropped excellent performance fast sharp colour sharp snap even low light battery capacity low charge may go full day even moderate use,3,0.8519,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,day i  using anyone late colour everything good promised motorola great job motorola worth buying adding camera sample checkout,3,0.886,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",4.0,feel really premium quality good price point along year update camera quite good offer  optical zoom touch finish feel premium,3,0.7451,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,outstanding performance design excellent,3,0.8271,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,phone excellent price segment believe you will not regret decision buying aesthetic beauty compact factor   display outstanding tactics give clear edge phone price segment battery decent one heavy user but good daily usage,3,0.9112,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,amazing product motorola though since first generation motorola rarr day using motorola phone seen transition heavy user game user liked phone much better available market bc come half price,3,0.8591,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,total worth option mi range wide utility phone,3,0.2263,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,great compact phone suitable people like compact phone light weight with decent camera overall premium phone good display stock android experience screen fingerprint work knot fast,3,0.8591,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,one best device motorola done good job clean user interface fast smooth also yes bug camera hope motorola resolve,3,0.9517,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,valuable,3,0.4767,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,phone waiting flagship practical daily use phone loved form factor,3,0.6486,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,excellent device purchased first one hour sale thanks flipkart,3,0.765,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,amazing product price compact phone light weight good specification,3,0.7717,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",4.0,excellent,3,0.5719,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,compact phone smooth performance okay camera close stock user interface experience excellent display slight heating charging normal  charger take around hour full charge battery backup better cannot go full day mediumpower user even though  display,3,0.8176,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,rounder phone segment,3,0.0,Neutral
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,best phone clean pixel like user interface best design light weight feel wonderful best best  display high dynamic range support best capturing photo work motorola artificial intelligence fast charging decent battery life low heating issue even come  wireless charging performance quite good light user phone made gamer ,3,0.9908,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",4.0,happy,3,0.5719,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",4.0,phone tends heat daily usage typical characteristic mediated processor phone hard case included box soft case would better option display look crisp camera decent performance taking photo could improved software perspective migrated old phone one apps got installed got missed installing logging apps,3,0.5267,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,large small good device general purpose love device,3,0.7964,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,using week write review one word fabulous device meet need good network connectivity great camera smooth performance also motorola promised provide five year software update still get anything side moderate user playing game device battery last day easily,3,0.9442,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,first thing handy good camera clarity  charge complete huge storage compact smartphone fantastic like smartphone,3,0.9186,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,overall good handy phone display super battery working day,3,0.7783,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,everything fine display camera performance battery go,3,0.2023,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,lovely phone,3,0.5859,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,size phone satisfied over good loved,3,0.8625,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,great phone feature loaded phone price range awesome phone love,3,0.9246,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,motorola edge neo impress premium design vibrant inch old display delivering stunning visuals smooth scrolling camera system capture detailed photo particularly welllit condition making great choice photography enthusiast solid performance powered capable hardware handle multitasking gaming effectively battery life recommendable easily lasting throughout day overall edge neo wellrounded smartphone offer excellent value mirage segment,3,0.9819,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,camera skin tone improve kr de best phone  ,3,0.7964,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,good,3,0.4404,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,overall good phone battery performance low compared poco   phone price segment,3,0.2023,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",4.0,nice camera,3,0.4215,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",5.0,great phone using day thought phone display gorgeous display adequate brightness camera good quality camera take excellent portrait shot battery decent battery last day design sleek compact stylish performance good non gaming user did not experience lag far additional thing like charger box plastic case wireless charging support  year  update make worthy phone buy would recommend phone others,3,0.9858,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",3.0,good product motorola,3,0.4404,Positive
"MOTOROLA Edge 50 Neo (PANTONE Poinciana, 256 GB)",4.0,compact great hand feel great display hello motorola user interface sleek also feature packed,3,0.9081,Positive
"MOTOROLA Edge 50 Neo (PANTONE Nautical Blue, 256 GB)",5.0,feel really premium quality good price point along year update camera quite good offer  optical zoom touch finish feel premium charging speed really fast watt charger motorola gesture big plus like iphone android offering year update must buy looking rounder phone,4,0.8328,Positive
"MOTOROLA Edge 50 Neo (PANTONE Nautical Blue, 256 GB)",5.0,ditched decision buying edge fusion last minute went wonderful phone performance good one routine task extreme gaming though issue playing pubg  design look color great display small light form factor camera  motorola artificial intelligence especially artificial intelligence generated wallpaper performance heating con small battery audio jack also confused poinciana late color trust late good real glad did not make wrong choice,4,0.9802,Positive
"MOTOROLA Edge 50 Neo (PANTONE Nautical Blue, 256 GB)",5.0,recently purchased motorola edge neo exceeded expectation sleek design vibrant display make stunning visual experience performance incredibly smooth handling apps game effortlessly camera quality fantastic capturing sharp vivid photo even low light battery life impressive lasting full day heavy use also love clean android experience without bloatware overall phone offer amazing value price highly recommend,4,0.9792,Positive
"MOTOROLA Edge 50 Neo (PANTONE Nautical Blue, 256 GB)",5.0,good phone,4,0.4404,Positive
"MOTOROLA Edge 50 Neo (PANTONE Nautical Blue, 256 GB)",5.0,display amazing phone compact battery atleast  otherwise everything great,4,0.836,Positive
"MOTOROLA Edge 50 Neo (PANTONE Nautical Blue, 256 GB)",5.0,rounder phone wish battery that is fine phone perfect camera usable great like brand giving useless camera sometimes feel photo saturated awesome display smart connect feature damn useful great back cover good quality leather smelling nice sweet chose phone edge edge fusion flat display short need good phone better software clean android like feature going play many game good camera good display afterall compact phone best choice segment,4,0.995,Positive
"MOTOROLA Edge 50 Neo (PANTONE Nautical Blue, 256 GB)",5.0,good product motorola nice work,4,0.6908,Positive
"MOTOROLA Edge 50 Neo (PANTONE Nautical Blue, 256 GB)",5.0,write review day usage till phone heating lot face little trouble finding display tempered glass phone short new overall good transferring speed data us seems little slow feel anything day day usage overall good phone check next edit day usage,4,0.5256,Positive
"MOTOROLA Edge 50 Neo (PANTONE Nautical Blue, 256 GB)",5.0,crazy compact mind blowing today received phone timeline phone exceptional value money used samsung user since first phone done lot research premium handset wanted compact light weight fast water proof phone made india phone seems subsidized novo motorola premium another phone support profitability phone impossible much price insane pricing recommend handset every thing flaw atleast pricing wireless charging bonus been similar premium phone,4,0.7964,Positive
"MOTOROLA Edge 50 Neo (PANTONE Nautical Blue, 256 GB)",5.0,good camera good mobile price rounder phone,4,0.7003,Positive
